JmzNw0WCPmZPZdq5nx9brg	Abington	10
C2vKa-eZFVBrfFGYXxvXFw	Abington	8
F-eHPbdh9bl8aeYDRws4BQ	Abington	7
ETZK5PuCsVfQ7ElXckDTPw	Abington	5
5N-93oMmm0MUt8HvyOot5A	Abington	4
TeVMFL7ZmZy8145Qquc2Tg	Abington	3
Pw77mNz6cso9quMp2NwaiA	Abington	3
bSKXUH3M69T5FWPCP4qb4A	Abington	2
YvaccJaSqbCNOYsEqWBSCw	Abington	2
O4pPFABZQztsj3svu7_WSg	Abington	2
nXx6nOAqC0DqVCUObuUsMA	Abington	2
zXnFTbBeqWP8A3YvmFme-Q	Abington	2
jUyoND2GoaRRVS_t_HN6SQ	Abington	2
kfW3-LmZlKrXq3RndVXxdg	Abington	2
mQZpnPY7o2u3I90rbzZNQg	Abington	2
VaHG9BwrSZ-oNv0mGsTgiQ	Abington	2
bFln2Z17KfFIcEz4TRaHjw	Abington Township	2
k0hlBqXX-Bt0vf1op7Jr1w	Affton	2
ugeb5xNeePZrpirbrzWDWg	Affton	1
o-mPNuDkMsO7uxOZ2H8w9w	Affton	1
y3AWxkmUws6cS_BvQ5Ryiw	Affton	1
2jw__SxySiZcwsRlyyQiGQ	Affton	1
fsXxYOQ80doP_QeM_ufgbA	Affton	1
mpf3x-BjTdTEA3yCZrAYPw	Affton	1
k2t4FhKQc42DF2_PlKlynQ	Affton	1
tjvuAPVe8buQCDvtOsy3CA	Affton	1
Mt7WCoJzgb3rQqPie5nP7A	Affton	1
PTQNzk4yOzXb95oWan8hgw	Afton	1
auBRFCUG20A_-4Mxot0dgQ	Aldan	1
oMhG3Ao8BohT7j6D95sDhA	Aldan	1
8RQkvk7ktoUwWn7K7lppNA	Aldan	1
Z7L0c2jCp5bgUHk2_povfA	Aldan	1
nChGjLmmNEOjPOWNSOKoHA	Alloway	1
1WRsPhkW7-KZh_M10iVzDw	Almonesson	1
xP5o6PVU3tWOixLJTIdVVA	Alton	5
ljxNT9p0y7YMPx0fcNBGig	Alton	3
WQYiPwm4iHCaJhyUlcyQXQ	Alton	3
Md4vk4NBbbt_jfR-f6hl2Q	Alton	2
_uyLoz0BbrQIVmUEm_td1Q	Alton	2
6NiEUEE3_L3Nl-021OUUhw	Alton	1
G-3364B-eVslDufNEpHAOQ	Alton	1
7fS2BSIQbmq01umC6TTjYg	Alton	1
62jhy4n6A5gOSFMSIwfkJg	Alton	1
7AjGUHCmGHQfE9cxuNe_eA	Alton	1
yvm98EIKEVAEq_6iKX4XSA	Alton	1
08XjRgU24kHcikWd4Rg7rA	Alton	1
Mx7DSCpZgXSUAMW7bsiy_g	Alton	1
vsM7RsJNrP6ukSgy1Ew5xA	Alton	1
K4wVovK22PnUpCNgy30KSA	Alton	1
REzDusDz6pME1MDSNx8Y6Q	Alton	1
c6xp1swmd-_P87kt3xggDA	Alton	1
CnEafQB9JgFWDlnxlPoXlg	Alton	1
SjJOV-PB8E1Wlhjm2g1oNw	Alton	1
G047PcbKKb0YHwtpfZE8yg	Alton	1
eWRinUGra5YZGLrCncwkfA	Alton	1
X-eSfKZFDww-zkK4se9JGQ	Alton	1
S9Yq0v8Re7Bz3slcBN7Kgg	Alton	1
lzedq7Zh55nISP3z8RAw5g	Alton	1
qrf00Vrga6Z9zm2wp-2Yeg	Alton	1
kxx4sf1wMFfCquqVtIEMKw	Alton	1
XbyPavh4IWWmFivupJMaQw	Alton	1
Q1y7-5X4D6cRvSLxmm3ktg	Alton	1
r57k6QdC2uS7VQIgwwYfaw	Alton	1
hCcvBkEKLs0lYoMXfaOKgw	Alton	1
HmmNzS7wwyeXcvtFP036RA	Alton	1
HugSAf688WnbOOL32tFN1g	Alton	1
3gwwGdwihsmb4TOnUOo6RA	Alton	1
-mX0wJKh5uW1Kvd_VFFqjw	Alton	1
PVBqXp0NFpx4gUObO9ERWQ	Alton	1
DN6gyvbJLu1KovEazuCwJw	Alton	1
QFqHy_SUssxq1IpvkpovEw	Alton	1
t3SxZckwrIk0Vp7F3OOz-w	Ambler	4
SbQeKFmx8tXAfCODRP_F2g	Ambler	4
RpvHQvlEXLncQSoMF84B1Q	Ambler	4
oWk7BiqZG99slmVSq6fmWQ	Ambler	3
1vN178lXfJ77EmFRBYzteg	Ambler	3
QHOim2XPDxt_752IDXvmrA	Ambler	3
3HTWEDoZjRm3kYxT1nZ6_w	Ambler	3
XXVie9MI2oQz1OzfzSAOhw	Ambler	2
oA1NDj8Sv9uz0eyJrUdu6g	Ambler	2
rn6WVxqd_RQ14VXBfk0rVg	Ambler	2
DE8wVXVQ5JNsRVZcLpOARg	Ambler	2
M6ZoEY54OKKPq9O9Boee7g	Ambler	2
Ko6WrkU-vUngOIJG_isrzA	Ambler	2
tFIbiGdjBYKvywqLVopd4A	Ambler	2
6WnKV1E4J1ItXJtSKjJ0kw	Ambler	2
VDcjrvq1wZhVc_qVcDaa-Q	Ambler	2
jzsspHqP9kATWji8xUhNFw	Ambler	2
0CPhgQAtXvxsmyFNJah16w	Ambler	2
JZPFtLIIpClFFQAQ6RJngw	Antioch	7
dLXAhGLbulrtix3d2I5w6w	Antioch	6
TPJDYtx3macicNZzOWaA7Q	Antioch	5
MZIfC7KasOxXzzw5238Fog	Antioch	4
bOo8xOJYv6nFYfo5TZrRwg	Antioch	4
xuXvnKRqTvs8lACu6MkuLQ	Antioch	4
hc77hBt8wgKcnF7czjHd0A	Antioch	4
4VCJjo_7xrHSdRSpa2N3Ww	Antioch	4
b_cszqum2CmevN_JC6WjpA	Antioch	3
70eNqVzfERI9MHfj6Dzlkw	Antioch	3
4MD7QPmJxr_IJKNjoHNmSg	Antioch	3
9u6JM58BtVbzyZwAAwmL9A	Antioch	3
J4CrtqHDH4LAyDd001cD9g	Antioch	3
